onset,duration,description
2024-17-04 06:08:00,30.0,W
2024-17-04 06:08:30,30.0,W
2024-17-04 06:09:00,30.0,W
2024-17-04 06:09:30,30.0,W
2024-17-04 06:10:00,30.0,W
2024-17-04 06:10:30,30.0,W
2024-17-04 06:11:00,30.0,W
2024-17-04 06:11:30,30.0,W
2024-17-04 06:12:00,30.0,W
2024-17-04 06:12:30,30.0,W
2024-17-04 06:13:00,30.0,W
2024-17-04 06:13:30,30.0,W
2024-17-04 06:14:00,30.0,W
2024-17-04 06:14:30,30.0,W
2024-17-04 06:15:00,30.0,W
2024-17-04 06:15:30,30.0,W
2024-17-04 06:16:00,30.0,W
2024-17-04 06:16:30,30.0,W
2024-17-04 06:17:00,30.0,W
2024-17-04 06:17:30,30.0,W
2024-17-04 06:18:00,30.0,W
2024-17-04 06:18:30,30.0,W
2024-17-04 06:19:00,30.0,W
2024-17-04 06:19:30,30.0,W
2024-17-04 06:20:00,30.0,W
2024-17-04 06:20:30,30.0,W
2024-17-04 06:21:00,30.0,W
2024-17-04 06:21:30,30.0,W
2024-17-04 06:22:00,30.0,W
2024-17-04 06:22:30,30.0,W
2024-17-04 06:23:00,30.0,W
2024-17-04 06:23:30,30.0,W
2024-17-04 06:24:00,30.0,W
2024-17-04 06:24:30,30.0,W
2024-17-04 06:25:00,30.0,W
2024-17-04 06:25:30,30.0,W
2024-17-04 06:26:00,30.0,W
2024-17-04 06:26:30,30.0,W
2024-17-04 06:27:00,30.0,W
2024-17-04 06:27:30,30.0,W
2024-17-04 06:28:00,30.0,W
2024-17-04 06:28:30,30.0,W
2024-17-04 06:29:00,30.0,W
2024-17-04 06:29:30,30.0,W
2024-17-04 06:30:00,30.0,W
2024-17-04 06:30:30,30.0,W
2024-17-04 06:31:00,30.0,W
2024-17-04 06:31:30,30.0,W
2024-17-04 06:32:00,30.0,W
2024-17-04 06:32:30,30.0,W
2024-17-04 06:33:00,30.0,W
2024-17-04 06:33:30,30.0,W
2024-17-04 06:34:00,30.0,W
2024-17-04 06:34:30,30.0,W
2024-17-04 06:35:00,30.0,W
2024-17-04 06:35:30,30.0,W
2024-17-04 06:36:00,30.0,W
2024-17-04 06:36:30,30.0,W
2024-17-04 06:37:00,30.0,W
2024-17-04 06:37:30,30.0,W
2024-17-04 06:38:00,30.0,W
2024-17-04 06:38:30,30.0,W
2024-17-04 06:39:00,30.0,W
2024-17-04 06:39:30,30.0,W
2024-17-04 06:40:00,30.0,W
2024-17-04 06:40:30,30.0,W
2024-17-04 06:41:00,30.0,W
2024-17-04 06:41:30,30.0,W
2024-17-04 06:42:00,30.0,W
2024-17-04 06:42:30,30.0,W
2024-17-04 06:43:00,30.0,W
2024-17-04 06:43:30,30.0,W
2024-17-04 06:44:00,30.0,W
2024-17-04 06:44:30,30.0,W
2024-17-04 06:45:00,30.0,W
2024-17-04 06:45:30,30.0,W
2024-17-04 06:46:00,30.0,W
2024-17-04 06:46:30,30.0,W
2024-17-04 06:47:00,30.0,W
2024-17-04 06:47:30,30.0,W
2024-17-04 06:48:00,30.0,W
2024-17-04 06:48:30,30.0,W
2024-17-04 06:49:00,30.0,W
2024-17-04 06:49:30,30.0,W
2024-17-04 06:50:00,30.0,W
2024-17-04 06:50:30,30.0,W
2024-17-04 06:51:00,30.0,W
2024-17-04 06:51:30,30.0,W
2024-17-04 06:52:00,30.0,W
2024-17-04 06:52:30,30.0,W
2024-17-04 06:53:00,30.0,W
2024-17-04 06:53:30,30.0,W
2024-17-04 06:54:00,30.0,W
2024-17-04 06:54:30,30.0,W
2024-17-04 06:55:00,30.0,W
2024-17-04 06:55:30,30.0,W
2024-17-04 06:56:00,30.0,W
2024-17-04 06:56:30,30.0,W
2024-17-04 06:57:00,30.0,W
2024-17-04 06:57:30,30.0,W
2024-17-04 06:58:00,30.0,W
2024-17-04 06:58:30,30.0,W
2024-17-04 06:59:00,30.0,W
2024-17-04 06:59:30,30.0,W
2024-17-04 07:00:00,30.0,W
2024-17-04 07:00:30,30.0,W
2024-17-04 07:01:00,30.0,W
2024-17-04 07:01:30,30.0,W
2024-17-04 07:02:00,30.0,W
2024-17-04 07:02:30,30.0,W
2024-17-04 07:03:00,30.0,W
2024-17-04 07:03:30,30.0,W
2024-17-04 07:04:00,30.0,W
2024-17-04 07:04:30,30.0,W
2024-17-04 07:05:00,30.0,W
2024-17-04 07:05:30,30.0,W
2024-17-04 07:06:00,30.0,W
2024-17-04 07:06:30,30.0,W
2024-17-04 07:07:00,30.0,W
2024-17-04 07:07:30,30.0,W
2024-17-04 07:08:00,30.0,W
2024-17-04 07:08:30,30.0,W
2024-17-04 07:09:00,30.0,W
2024-17-04 07:09:30,30.0,W
2024-17-04 07:10:00,30.0,W
2024-17-04 07:10:30,30.0,W
2024-17-04 07:11:00,30.0,W
2024-17-04 07:11:30,30.0,W
2024-17-04 07:12:00,30.0,W
2024-17-04 07:12:30,30.0,W
2024-17-04 07:13:00,30.0,W
2024-17-04 07:13:30,30.0,W
2024-17-04 07:14:00,30.0,W
2024-17-04 07:14:30,30.0,W
2024-17-04 07:15:00,30.0,W
2024-17-04 07:15:30,30.0,W
2024-17-04 07:16:00,30.0,W
2024-17-04 07:16:30,30.0,W
2024-17-04 07:17:00,30.0,W
2024-17-04 07:17:30,30.0,W
2024-17-04 07:18:00,30.0,W
2024-17-04 07:18:30,30.0,W
2024-17-04 07:19:00,30.0,W
2024-17-04 07:19:30,30.0,W
2024-17-04 07:20:00,30.0,W
2024-17-04 07:20:30,30.0,W
2024-17-04 07:21:00,30.0,W
2024-17-04 07:21:30,30.0,W
2024-17-04 07:22:00,30.0,W
2024-17-04 07:22:30,30.0,W
2024-17-04 07:23:00,30.0,W
2024-17-04 07:23:30,30.0,W
2024-17-04 07:24:00,30.0,W
2024-17-04 07:24:30,30.0,W
2024-17-04 07:25:00,30.0,W
2024-17-04 07:25:30,30.0,W
2024-17-04 07:26:00,30.0,W
2024-17-04 07:26:30,30.0,W
2024-17-04 07:27:00,30.0,W
2024-17-04 07:27:30,30.0,W
2024-17-04 07:28:00,30.0,W
2024-17-04 07:28:30,30.0,W
2024-17-04 07:29:00,30.0,W
2024-17-04 07:29:30,30.0,W
2024-17-04 07:30:00,30.0,W
2024-17-04 07:30:30,30.0,W
2024-17-04 07:31:00,30.0,W
2024-17-04 07:31:30,30.0,W
2024-17-04 07:32:00,30.0,W
2024-17-04 07:32:30,30.0,W
2024-17-04 07:33:00,30.0,W
2024-17-04 07:33:30,30.0,W
2024-17-04 07:34:00,30.0,W
2024-17-04 07:34:30,30.0,W
2024-17-04 07:35:00,30.0,W
2024-17-04 07:35:30,30.0,W
2024-17-04 07:36:00,30.0,W
2024-17-04 07:36:30,30.0,W
2024-17-04 07:37:00,30.0,W
2024-17-04 07:37:30,30.0,W
2024-17-04 07:38:00,30.0,W
2024-17-04 07:38:30,30.0,W
2024-17-04 07:39:00,30.0,W
2024-17-04 07:39:30,30.0,W
2024-17-04 07:40:00,30.0,W
2024-17-04 07:40:30,30.0,W
2024-17-04 07:41:00,30.0,W
2024-17-04 07:41:30,30.0,W
2024-17-04 07:42:00,30.0,W
2024-17-04 07:42:30,30.0,W
2024-17-04 07:43:00,30.0,W
2024-17-04 07:43:30,30.0,W
2024-17-04 07:44:00,30.0,W
2024-17-04 07:44:30,30.0,W
2024-17-04 07:45:00,30.0,W
2024-17-04 07:45:30,30.0,W
2024-17-04 07:46:00,30.0,W
2024-17-04 07:46:30,30.0,W
2024-17-04 07:47:00,30.0,W
2024-17-04 07:47:30,30.0,W
2024-17-04 07:48:00,30.0,W
2024-17-04 07:48:30,30.0,W
2024-17-04 07:49:00,30.0,W
2024-17-04 07:49:30,30.0,W
2024-17-04 07:50:00,30.0,W
2024-17-04 07:50:30,30.0,W
2024-17-04 07:51:00,30.0,W
2024-17-04 07:51:30,30.0,W
2024-17-04 07:52:00,30.0,W
2024-17-04 07:52:30,30.0,W
2024-17-04 07:53:00,30.0,W
2024-17-04 07:53:30,30.0,W
2024-17-04 07:54:00,30.0,W
2024-17-04 07:54:30,30.0,W
2024-17-04 07:55:00,30.0,W
2024-17-04 07:55:30,30.0,W
2024-17-04 07:56:00,30.0,W
2024-17-04 07:56:30,30.0,W
2024-17-04 07:57:00,30.0,W
2024-17-04 07:57:30,30.0,W
2024-17-04 07:58:00,30.0,W
2024-17-04 07:58:30,30.0,W
2024-17-04 07:59:00,30.0,W
2024-17-04 07:59:30,30.0,W
